ensemble_strategy,n_trials,accuracy,roc_auc,pr_auc,f1,recall,precision,device
voting,30,0.9379891046031223,0.9882662654415235,0.9511252674848285,0.8315920818762426,0.9502104766399245,0.7397739998743945,gpu
